AddressID,CustomerID,AddressType,AddressLine1,AddressLine2,City
5376,2679,Work,6889 Al Malaz St.,"Apartment 52, Al Zahra District, Yanbu, Saudi Arabia",Yanbu
5377,2679,home,2360 Al Yasmin St.,"Office 111, Al Hamra District, Jazan, Saudi Arabia",Jazan
5378,2679,Home,5039 Al Nakheel St.,"Unit 65, Block E, Taif, Saudi Arabia",Taif
5379,2680,WORK,2748 Al Faisaliyah St.,"Near King Fahad Road, Al Shati District, Taif, Saudi Arabia",Taif
5380,2680,home,7173 Al Malaz St.,"Suite 282, Al Hamra District, Hail, Saudi Arabia",Hail
5381,2680,,6508 Al Murabba St.,"Apartment 23, Al Nakheel District, Taif, Saudi Arabia",Taif
5382,2681,home,5070 Al Shati St.,"Suite 330, Al Rabwah District, Jeddah, Saudi Arabia",Jeddah
5383,2682,home,1375 Al Nakheel St.,"Villa 246, Al Faisaliyah District, Taif, Saudi Arabia",Taif
5384,2682,home,812 Al Murabba St.,"Suite 315, Al Hamra District, Dammam, Saudi Arabia",Dammam
5385,2683,Work,2346 Al Rawdah St.,"Unit 79, Block B, Buraidah, Saudi Arabia",Buraidah
5386,2684,,9824 Al Zahra St.,"Villa 74, Al Zahra District, Najran, Saudi Arabia",Najran
5387,2684,,4441 Al Yasmin St.,"Building 25, Floor 5, Abha, Saudi Arabia",Abha
5388,2685,Work,2001 Al Malaz St.,"Unit 34, Block C, Riyadh, Saudi Arabia",Riyadh
5389,2685,home,8351 Al Faisaliyah St.,"Suite 759, Al Murabba District, Mecca, Saudi Arabia",Mecca
5390,2685,home,6656 Al Olaya St.,"Office 782, Al Rawdah District, Riyadh, Saudi Arabia",Riyadh
5391,2686,WORK,3039 Al Rawdah St.,"Apartment 19, Al Rawdah District, Khobar, Saudi Arabia",Khobar
5392,2687,,745 Al Shati St.,"Unit 11, Block E, Medina, Saudi Arabia",Medina
5393,2687,WORK,3034 Al Malaz St.,"Near King Fahad Road, Al Murabba District, Jazan, Saudi Arabia",Jazan
5394,2687,Work,6155 Al Shati St.,"Office 390, Al Safa District, Mecca, Saudi Arabia",Mecca
5395,2688,Home,4933 Al Yasmin St.,"Near King Fahad Road, Al Zahra District, Jazan, Saudi Arabia",Jazan
5396,2688,Home,1963 Al Shati St.,"Unit 65, Block B, Tabuk, Saudi Arabia",Tabuk
5397,2688,WORK,8805 Al Shati St.,"Office 652, Al Rawdah District, Mecca, Saudi Arabia",Mecca
5398,2689,Home,6052 Al Malaz St.,"Apartment 8, Al Rabwah District, Jeddah, Saudi Arabia",Jeddah
5399,2689,home,6099 Al Olaya St.,"Apartment 49, Al Safa District, Najran, Saudi Arabia",Najran
5400,2689,Work,6802 Al Hamra St.,"Unit 19, Block E, Dammam, Saudi Arabia",Dammam
5401,2690,Home,6212 Al Yasmin St.,"Near King Fahad Road, Al Faisaliyah District, Yanbu, Saudi Arabia",Yanbu
5402,2690,home,8586 Al Olaya St.,"Apartment 54, Al Murabba District, Najran, Saudi Arabia",Najran
5403,2690,Home,1537 Al Nakheel St.,"Suite 662, Al Hamra District, Khobar, Saudi Arabia",Khobar
5404,2691,home,6719 Al Faisaliyah St.,"Office 575, Al Nakheel District, Mecca, Saudi Arabia",Mecca
5405,2692,,9700 Al Olaya St.,"Suite 629, Al Shati District, Hail, Saudi Arabia",Hail
5406,2693,WORK,8269 Al Hamra St.,"Villa 187, Al Rabwah District, Khobar, Saudi Arabia",Khobar
5407,2694,Work,3694 Al Olaya St.,"Office 350, Al Murabba District, Dammam, Saudi Arabia",Dammam
5408,2695,Work,4399 Al Olaya St.,"Unit 78, Block C, Mecca, Saudi Arabia",Mecca
5409,2696,WORK,7485 Al Hamra St.,"Suite 873, Al Faisaliyah District, Tabuk, Saudi Arabia",Tabuk
5410,2697,,8382 Al Murabba St.,"Office 944, Al Rabwah District, Tabuk, Saudi Arabia",Tabuk
5411,2697,Work,1572 Al Shati St.,"Building 22, Floor 5, Abha, Saudi Arabia",Abha
5412,2698,,8087 Al Rawdah St.,"Building 9, Floor 10, Al Ahsa, Saudi Arabia",Al Ahsa
5413,2698,Work,2399 Al Faisaliyah St.,"Villa 123, Al Faisaliyah District, Jazan, Saudi Arabia",Jazan
5414,2699,Home,3110 Al Shati St.,"Near King Fahad Road, Al Murabba District, Dammam, Saudi Arabia",Dammam
5415,2700,,1934 Al Zahra St.,"Near King Fahad Road, Al Murabba District, Dammam, Saudi Arabia",Dammam
5416,2701,home,1552 Al Hamra St.,"Suite 479, Al Rawdah District, Riyadh, Saudi Arabia",Riyadh
5417,2701,WORK,5046 Al Murabba St.,"Unit 3, Block E, Jazan, Saudi Arabia",Jazan
5418,2702,Work,2859 Al Hamra St.,"Villa 175, Al Safa District, Medina, Saudi Arabia",Medina
5419,2702,Home,5465 Al Zahra St.,"Building 10, Floor 2, Medina, Saudi Arabia",Medina
5420,2703,home,6229 Al Hamra St.,"Apartment 25, Al Yasmin District, Tabuk, Saudi Arabia",Tabuk
5421,2704,home,6679 Al Hamra St.,"Apartment 15, Al Rawdah District, Taif, Saudi Arabia",Taif
5422,2705,,8633 Al Shati St.,"Apartment 56, Al Murabba District, Medina, Saudi Arabia",Medina
5423,2705,Home,2447 Al Malaz St.,"Villa 31, Al Murabba District, Tabuk, Saudi Arabia",Tabuk
5424,2705,WORK,6005 Al Nakheel St.,"Near King Fahad Road, Al Faisaliyah District, Tabuk, Saudi Arabia",Tabuk
5425,2706,,8554 Al Hamra St.,"Unit 33, Block B, Medina, Saudi Arabia",Medina
5426,2706,Work,8936 Al Olaya St.,"Office 500, Al Rawdah District, Najran, Saudi Arabia",Najran
5427,2706,WORK,9743 Al Rawdah St.,"Villa 7, Al Yasmin District, Hail, Saudi Arabia",Hail
5428,2707,Home,1445 Al Nakheel St.,"Near King Fahad Road, Al Rawdah District, Riyadh, Saudi Arabia",Riyadh
5429,2708,,9459 Al Faisaliyah St.,"Office 267, Al Murabba District, Dammam, Saudi Arabia",Dammam
5430,2709,Work,3457 Al Nakheel St.,"Unit 85, Block A, Buraidah, Saudi Arabia",Buraidah
5431,2709,,6444 Al Nakheel St.,"Suite 632, Al Zahra District, Khobar, Saudi Arabia",Khobar
5432,2709,Work,3887 Al Olaya St.,"Unit 23, Block D, Abha, Saudi Arabia",Abha
5433,2710,Home,1935 Al Hamra St.,"Unit 33, Block E, Dammam, Saudi Arabia",Dammam
5434,2711,Home,5514 Al Shati St.,"Villa 208, Al Rawdah District, Jeddah, Saudi Arabia",Jeddah
5435,2711,WORK,9626 Al Olaya St.,"Apartment 28, Al Malaz District, Taif, Saudi Arabia",Taif
5436,2712,WORK,4266 Al Olaya St.,"Office 869, Al Safa District, Abha, Saudi Arabia",Abha
5437,2712,Home,3511 Al Murabba St.,"Building 3, Floor 6, Yanbu, Saudi Arabia",Yanbu
5438,2713,Home,5933 Al Nakheel St.,"Unit 79, Block E, Al Ahsa, Saudi Arabia",Al Ahsa
5439,2713,WORK,3143 Al Rawdah St.,"Villa 47, Al Yasmin District, Al Ahsa, Saudi Arabia",Al Ahsa
5440,2713,WORK,4963 Al Malaz St.,"Building 27, Floor 12, Riyadh, Saudi Arabia",Riyadh
5441,2714,home,5323 Al Shati St.,"Suite 288, Al Rawdah District, Hail, Saudi Arabia",Hail
5442,2714,WORK,7579 Al Faisaliyah St.,"Near King Fahad Road, Al Murabba District, Yanbu, Saudi Arabia",Yanbu
5443,2715,,8881 Al Nakheel St.,"Near King Fahad Road, Al Rawdah District, Abha, Saudi Arabia",Abha
5444,2716,Work,9716 Al Faisaliyah St.,"Suite 533, Al Murabba District, Khobar, Saudi Arabia",Khobar
5445,2716,WORK,8779 Al Hamra St.,"Office 834, Al Shati District, Al Ahsa, Saudi Arabia",Al Ahsa
5446,2717,Home,3590 Al Rawdah St.,"Office 696, Al Hamra District, Al Ahsa, Saudi Arabia",Al Ahsa
5447,2718,home,7318 Al Murabba St.,"Building 19, Floor 6, Hail, Saudi Arabia",Hail
5448,2718,WORK,232 Al Murabba St.,"Apartment 3, Al Malaz District, Dammam, Saudi Arabia",Dammam
5449,2718,home,3704 Al Murabba St.,"Villa 195, Al Nakheel District, Riyadh, Saudi Arabia",Riyadh
5450,2719,WORK,4381 Al Rawdah St.,"Building 17, Floor 6, Riyadh, Saudi Arabia",Riyadh
5451,2720,,7296 Al Malaz St.,"Office 324, Al Yasmin District, Buraidah, Saudi Arabia",Buraidah
5452,2720,home,8188 Al Olaya St.,"Near King Fahad Road, Al Nakheel District, Mecca, Saudi Arabia",Mecca
5453,2720,Work,1990 Al Faisaliyah St.,"Villa 243, Al Malaz District, Tabuk, Saudi Arabia",Tabuk
5454,2721,WORK,6523 Al Shati St.,"Villa 168, Al Murabba District, Jeddah, Saudi Arabia",Jeddah
5455,2722,WORK,3391 Al Faisaliyah St.,"Building 11, Floor 4, Mecca, Saudi Arabia",Mecca
5456,2723,home,4477 Al Hamra St.,"Villa 77, Al Olaya District, Taif, Saudi Arabia",Taif
5457,2724,home,5510 Al Olaya St.,"Near King Fahad Road, Al Zahra District, Tabuk, Saudi Arabia",Tabuk
5458,2724,Work,9355 Al Shati St.,"Near King Fahad Road, Al Hamra District, Yanbu, Saudi Arabia",Yanbu
5459,2725,Home,8762 Al Nakheel St.,"Building 7, Floor 1, Hail, Saudi Arabia",Hail
5460,2725,Home,8189 Al Rawdah St.,"Villa 197, Al Yasmin District, Hail, Saudi Arabia",Hail
5461,2725,,3760 Al Shati St.,"Near King Fahad Road, Al Nakheel District, Jazan, Saudi Arabia",Jazan
5462,2726,WORK,3946 Al Zahra St.,"Apartment 30, Al Olaya District, Najran, Saudi Arabia",Najran
5463,2726,WORK,2188 Al Faisaliyah St.,"Near King Fahad Road, Al Malaz District, Al Ahsa, Saudi Arabia",Al Ahsa
5464,2727,home,7208 Al Olaya St.,"Suite 821, Al Olaya District, Al Ahsa, Saudi Arabia",Al Ahsa
5465,2727,home,2228 Al Zahra St.,"Villa 11, Al Murabba District, Jazan, Saudi Arabia",Jazan
5466,2728,,9810 Al Olaya St.,"Near King Fahad Road, Al Safa District, Yanbu, Saudi Arabia",Yanbu
5467,2728,WORK,3235 Al Nakheel St.,"Building 25, Floor 1, Al Ahsa, Saudi Arabia",Al Ahsa
5468,2728,Home,4453 Al Olaya St.,"Unit 86, Block E, Riyadh, Saudi Arabia",Riyadh
5469,2729,,9098 Al Zahra St.,"Suite 582, Al Zahra District, Riyadh, Saudi Arabia",Riyadh
5470,2729,home,5836 Al Faisaliyah St.,"Near King Fahad Road, Al Faisaliyah District, Abha, Saudi Arabia",Abha
5471,2729,,3535 Al Nakheel St.,"Office 635, Al Yasmin District, Hail, Saudi Arabia",Hail
5472,2730,WORK,4711 Al Yasmin St.,"Villa 105, Al Malaz District, Najran, Saudi Arabia",Najran
5473,2731,Work,3353 Al Hamra St.,"Building 23, Floor 10, Khobar, Saudi Arabia",Khobar
5474,2731,Work,3253 Al Nakheel St.,"Office 420, Al Zahra District, Khobar, Saudi Arabia",Khobar
5475,2732,,9677 Al Faisaliyah St.,"Apartment 44, Al Rawdah District, Najran, Saudi Arabia",Najran
5476,2733,home,3407 Al Yasmin St.,"Apartment 57, Al Rawdah District, Tabuk, Saudi Arabia",Tabuk
5477,2733,Work,3062 Al Yasmin St.,"Office 618, Al Nakheel District, Jeddah, Saudi Arabia",Jeddah
5478,2734,home,8277 Al Olaya St.,"Near King Fahad Road, Al Safa District, Jazan, Saudi Arabia",Jazan
5479,2734,,7030 Al Zahra St.,"Apartment 51, Al Zahra District, Al Ahsa, Saudi Arabia",Al Ahsa
5480,2734,Work,7369 Al Hamra St.,"Office 675, Al Faisaliyah District, Tabuk, Saudi Arabia",Tabuk
5481,2735,Home,6751 Al Faisaliyah St.,"Apartment 26, Al Murabba District, Buraidah, Saudi Arabia",Buraidah
5482,2736,Home,3102 Al Yasmin St.,"Unit 72, Block E, Tabuk, Saudi Arabia",Tabuk
5483,2736,,5750 Al Olaya St.,"Near King Fahad Road, Al Hamra District, Mecca, Saudi Arabia",Mecca
5484,2737,Home,2718 Al Malaz St.,"Apartment 48, Al Yasmin District, Taif, Saudi Arabia",Taif
5485,2737,Work,1179 Al Hamra St.,"Suite 288, Al Safa District, Jeddah, Saudi Arabia",Jeddah
5486,2737,,1638 Al Murabba St.,"Building 8, Floor 1, Riyadh, Saudi Arabia",Riyadh
5487,2738,Home,6382 Al Malaz St.,"Villa 65, Al Rabwah District, Buraidah, Saudi Arabia",Buraidah
5488,2738,Work,8970 Al Zahra St.,"Suite 226, Al Faisaliyah District, Mecca, Saudi Arabia",Mecca
5489,2739,home,1656 Al Shati St.,"Building 26, Floor 5, Taif, Saudi Arabia",Taif
5490,2739,Home,8917 Al Olaya St.,"Near King Fahad Road, Al Murabba District, Al Ahsa, Saudi Arabia",Al Ahsa
5491,2740,home,4326 Al Malaz St.,"Villa 249, Al Murabba District, Yanbu, Saudi Arabia",Yanbu
5492,2741,Home,3375 Al Yasmin St.,"Building 15, Floor 9, Buraidah, Saudi Arabia",Buraidah
5493,2741,,9571 Al Murabba St.,"Near King Fahad Road, Al Faisaliyah District, Najran, Saudi Arabia",Najran
5494,2741,Home,7829 Al Zahra St.,"Apartment 12, Al Yasmin District, Mecca, Saudi Arabia",Mecca
5495,2742,Home,7854 Al Rawdah St.,"Suite 876, Al Nakheel District, Najran, Saudi Arabia",Najran
5496,2743,WORK,9331 Al Olaya St.,"Building 28, Floor 6, Abha, Saudi Arabia",Abha
5497,2743,,6813 Al Malaz St.,"Villa 204, Al Olaya District, Al Ahsa, Saudi Arabia",Al Ahsa
5498,2744,Work,1085 Al Zahra St.,"Building 26, Floor 11, Mecca, Saudi Arabia",Mecca
5499,2744,,7790 Al Yasmin St.,"Near King Fahad Road, Al Zahra District, Jazan, Saudi Arabia",Jazan
5500,2745,,1448 Al Hamra St.,"Suite 146, Al Yasmin District, Jazan, Saudi Arabia",Jazan
5501,2745,Home,6684 Al Nakheel St.,"Office 196, Al Malaz District, Yanbu, Saudi Arabia",Yanbu
5502,2745,,845 Al Zahra St.,"Suite 152, Al Hamra District, Tabuk, Saudi Arabia",Tabuk
5503,2746,home,7352 Al Hamra St.,"Suite 758, Al Rabwah District, Taif, Saudi Arabia",Taif
5504,2746,Home,6418 Al Hamra St.,"Near King Fahad Road, Al Safa District, Al Ahsa, Saudi Arabia",Al Ahsa
5505,2747,,9747 Al Hamra St.,"Building 27, Floor 2, Khobar, Saudi Arabia",Khobar
5506,2747,Home,2376 Al Hamra St.,"Suite 244, Al Malaz District, Buraidah, Saudi Arabia",Buraidah
5507,2748,,2915 Al Murabba St.,"Suite 525, Al Faisaliyah District, Jazan, Saudi Arabia",Jazan
5508,2748,home,1433 Al Murabba St.,"Apartment 29, Al Zahra District, Khobar, Saudi Arabia",Khobar
5509,2749,home,5843 Al Zahra St.,"Building 2, Floor 1, Khobar, Saudi Arabia",Khobar
5510,2750,WORK,2196 Al Hamra St.,"Near King Fahad Road, Al Hamra District, Jeddah, Saudi Arabia",Jeddah
5511,2750,Home,5253 Al Faisaliyah St.,"Near King Fahad Road, Al Safa District, Riyadh, Saudi Arabia",Riyadh
5512,2750,Work,2905 Al Shati St.,"Building 29, Floor 4, Jeddah, Saudi Arabia",Jeddah
5513,2751,home,8598 Al Murabba St.,"Building 5, Floor 12, Tabuk, Saudi Arabia",Tabuk
5514,2752,Home,8575 Al Murabba St.,"Apartment 50, Al Murabba District, Mecca, Saudi Arabia",Mecca
5515,2752,home,8354 Al Olaya St.,"Office 968, Al Faisaliyah District, Medina, Saudi Arabia",Medina
5516,2752,,7610 Al Shati St.,"Near King Fahad Road, Al Rawdah District, Yanbu, Saudi Arabia",Yanbu
5517,2753,,4941 Al Faisaliyah St.,"Suite 909, Al Hamra District, Najran, Saudi Arabia",Najran
5518,2753,WORK,9411 Al Rawdah St.,"Apartment 59, Al Zahra District, Riyadh, Saudi Arabia",Riyadh
5519,2753,Work,3671 Al Faisaliyah St.,"Near King Fahad Road, Al Nakheel District, Taif, Saudi Arabia",Taif
5520,2754,Home,5885 Al Olaya St.,"Unit 29, Block B, Buraidah, Saudi Arabia",Buraidah
5521,2754,Work,3293 Al Hamra St.,"Office 103, Al Olaya District, Al Ahsa, Saudi Arabia",Al Ahsa
5522,2754,WORK,1690 Al Shati St.,"Near King Fahad Road, Al Safa District, Taif, Saudi Arabia",Taif
5523,2755,,1227 Al Murabba St.,"Near King Fahad Road, Al Hamra District, Khobar, Saudi Arabia",Khobar
5524,2755,,3625 Al Shati St.,"Apartment 5, Al Rawdah District, Al Ahsa, Saudi Arabia",Al Ahsa
5525,2755,home,6626 Al Faisaliyah St.,"Villa 2, Al Yasmin District, Najran, Saudi Arabia",Najran
5526,2756,,6128 Al Rawdah St.,"Apartment 15, Al Rabwah District, Taif, Saudi Arabia",Taif
5527,2756,,4989 Al Faisaliyah St.,"Near King Fahad Road, Al Olaya District, Taif, Saudi Arabia",Taif
5528,2756,WORK,4223 Al Olaya St.,"Building 8, Floor 7, Hail, Saudi Arabia",Hail
5529,2757,,1076 Al Olaya St.,"Unit 80, Block B, Najran, Saudi Arabia",Najran
5530,2758,,1623 Al Nakheel St.,"Unit 26, Block C, Tabuk, Saudi Arabia",Tabuk
5531,2759,WORK,2237 Al Murabba St.,"Unit 34, Block C, Tabuk, Saudi Arabia",Tabuk
5532,2760,Work,4328 Al Murabba St.,"Villa 137, Al Yasmin District, Najran, Saudi Arabia",Najran
5533,2760,home,9655 Al Zahra St.,"Villa 200, Al Olaya District, Mecca, Saudi Arabia",Mecca
5534,2761,Work,1652 Al Shati St.,"Villa 182, Al Shati District, Jeddah, Saudi Arabia",Jeddah
5535,2761,,6292 Al Nakheel St.,"Suite 359, Al Nakheel District, Najran, Saudi Arabia",Najran
5536,2761,home,1722 Al Zahra St.,"Apartment 29, Al Olaya District, Hail, Saudi Arabia",Hail
5537,2762,home,5802 Al Rawdah St.,"Building 29, Floor 6, Buraidah, Saudi Arabia",Buraidah
5538,2763,WORK,4921 Al Shati St.,"Suite 387, Al Safa District, Yanbu, Saudi Arabia",Yanbu
5539,2764,,887 Al Hamra St.,"Suite 977, Al Yasmin District, Riyadh, Saudi Arabia",Riyadh
5540,2765,Home,7585 Al Shati St.,"Apartment 50, Al Faisaliyah District, Mecca, Saudi Arabia",Mecca
5541,2765,WORK,9256 Al Rawdah St.,"Office 446, Al Shati District, Jeddah, Saudi Arabia",Jeddah
5542,2765,home,9508 Al Hamra St.,"Building 1, Floor 11, Riyadh, Saudi Arabia",Riyadh
5543,2766,WORK,3201 Al Zahra St.,"Suite 798, Al Yasmin District, Jeddah, Saudi Arabia",Jeddah
5544,2766,home,7811 Al Malaz St.,"Building 8, Floor 1, Al Ahsa, Saudi Arabia",Al Ahsa
5545,2766,,2890 Al Nakheel St.,"Villa 1, Al Zahra District, Buraidah, Saudi Arabia",Buraidah
5546,2767,,5966 Al Shati St.,"Unit 14, Block C, Jeddah, Saudi Arabia",Jeddah
5547,2767,Home,8883 Al Zahra St.,"Near King Fahad Road, Al Murabba District, Tabuk, Saudi Arabia",Tabuk
5548,2767,WORK,5803 Al Faisaliyah St.,"Suite 405, Al Rawdah District, Abha, Saudi Arabia",Abha
5549,2768,Home,7747 Al Shati St.,"Building 14, Floor 7, Mecca, Saudi Arabia",Mecca
5550,2768,home,4016 Al Murabba St.,"Unit 47, Block A, Abha, Saudi Arabia",Abha
5551,2768,,6258 Al Rawdah St.,"Near King Fahad Road, Al Malaz District, Abha, Saudi Arabia",Abha
5552,2769,,1528 Al Faisaliyah St.,"Unit 23, Block A, Abha, Saudi Arabia",Abha
5553,2770,,5916 Al Yasmin St.,"Apartment 33, Al Murabba District, Medina, Saudi Arabia",Medina
5554,2770,home,1848 Al Yasmin St.,"Villa 98, Al Rawdah District, Medina, Saudi Arabia",Medina
5555,2771,Home,6138 Al Rawdah St.,"Apartment 50, Al Yasmin District, Jeddah, Saudi Arabia",Jeddah
5556,2772,WORK,2048 Al Malaz St.,"Suite 350, Al Hamra District, Al Ahsa, Saudi Arabia",Al Ahsa
5557,2772,Home,3542 Al Shati St.,"Near King Fahad Road, Al Yasmin District, Riyadh, Saudi Arabia",Riyadh
5558,2773,home,2778 Al Zahra St.,"Near King Fahad Road, Al Zahra District, Jeddah, Saudi Arabia",Jeddah
5559,2773,WORK,2109 Al Faisaliyah St.,"Villa 229, Al Nakheel District, Hail, Saudi Arabia",Hail
5560,2773,home,8404 Al Shati St.,"Office 281, Al Zahra District, Medina, Saudi Arabia",Medina
5561,2774,,694 Al Murabba St.,"Near King Fahad Road, Al Hamra District, Riyadh, Saudi Arabia",Riyadh
5562,2774,,6645 Al Rawdah St.,"Office 227, Al Olaya District, Mecca, Saudi Arabia",Mecca
5563,2775,Home,3387 Al Hamra St.,"Apartment 1, Al Faisaliyah District, Dammam, Saudi Arabia",Dammam
5564,2775,home,3953 Al Malaz St.,"Suite 773, Al Olaya District, Buraidah, Saudi Arabia",Buraidah
5565,2775,Home,4089 Al Murabba St.,"Near King Fahad Road, Al Olaya District, Riyadh, Saudi Arabia",Riyadh
5566,2776,Work,8079 Al Hamra St.,"Unit 41, Block E, Hail, Saudi Arabia",Hail
5567,2776,Home,924 Al Hamra St.,"Villa 202, Al Zahra District, Al Ahsa, Saudi Arabia",Al Ahsa
5568,2777,Home,3810 Al Hamra St.,"Unit 15, Block A, Najran, Saudi Arabia",Najran
5569,2777,,9295 Al Yasmin St.,"Near King Fahad Road, Al Shati District, Dammam, Saudi Arabia",Dammam
5570,2777,WORK,4493 Al Faisaliyah St.,"Office 243, Al Malaz District, Al Ahsa, Saudi Arabia",Al Ahsa
5571,2778,Home,8817 Al Yasmin St.,"Near King Fahad Road, Al Faisaliyah District, Buraidah, Saudi Arabia",Buraidah
5572,2778,Work,2708 Al Nakheel St.,"Villa 158, Al Rawdah District, Jeddah, Saudi Arabia",Jeddah
5573,2778,home,8038 Al Olaya St.,"Near King Fahad Road, Al Nakheel District, Buraidah, Saudi Arabia",Buraidah
5574,2779,Work,9332 Al Nakheel St.,"Apartment 36, Al Malaz District, Jeddah, Saudi Arabia",Jeddah
5575,2779,Work,7254 Al Murabba St.,"Villa 114, Al Shati District, Mecca, Saudi Arabia",Mecca
5576,2779,Work,5534 Al Rawdah St.,"Near King Fahad Road, Al Malaz District, Jeddah, Saudi Arabia",Jeddah
5577,2780,WORK,4411 Al Zahra St.,"Office 981, Al Rawdah District, Riyadh, Saudi Arabia",Riyadh
5578,2780,Home,5443 Al Olaya St.,"Suite 769, Al Zahra District, Mecca, Saudi Arabia",Mecca
5579,2781,Home,1973 Al Rawdah St.,"Suite 445, Al Zahra District, Hail, Saudi Arabia",Hail
5580,2781,Home,9851 Al Yasmin St.,"Apartment 38, Al Nakheel District, Jeddah, Saudi Arabia",Jeddah
5581,2782,Work,3453 Al Rawdah St.,"Office 262, Al Olaya District, Hail, Saudi Arabia",Hail
5582,2782,home,1382 Al Faisaliyah St.,"Near King Fahad Road, Al Yasmin District, Mecca, Saudi Arabia",Mecca
5583,2782,home,4813 Al Faisaliyah St.,"Near King Fahad Road, Al Nakheel District, Mecca, Saudi Arabia",Mecca
5584,2783,WORK,2713 Al Rawdah St.,"Apartment 30, Al Olaya District, Tabuk, Saudi Arabia",Tabuk
5585,2784,,6716 Al Nakheel St.,"Apartment 3, Al Nakheel District, Riyadh, Saudi Arabia",Riyadh
5586,2784,,901 Al Yasmin St.,"Office 926, Al Rabwah District, Tabuk, Saudi Arabia",Tabuk
5587,2784,,6666 Al Faisaliyah St.,"Villa 234, Al Zahra District, Taif, Saudi Arabia",Taif
5588,2785,home,7468 Al Faisaliyah St.,"Near King Fahad Road, Al Rabwah District, Abha, Saudi Arabia",Abha
5589,2786,,7352 Al Nakheel St.,"Unit 55, Block E, Medina, Saudi Arabia",Medina
5590,2787,Home,2389 Al Malaz St.,"Building 19, Floor 1, Riyadh, Saudi Arabia",Riyadh
5591,2788,,3821 Al Yasmin St.,"Office 834, Al Hamra District, Hail, Saudi Arabia",Hail
5592,2788,,6236 Al Yasmin St.,"Near King Fahad Road, Al Rabwah District, Yanbu, Saudi Arabia",Yanbu
5593,2789,WORK,2020 Al Malaz St.,"Unit 39, Block B, Jeddah, Saudi Arabia",Jeddah
5594,2789,Work,649 Al Olaya St.,"Suite 720, Al Rabwah District, Yanbu, Saudi Arabia",Yanbu
5595,2789,home,4461 Al Yasmin St.,"Office 724, Al Olaya District, Yanbu, Saudi Arabia",Yanbu
5596,2790,Home,5565 Al Zahra St.,"Building 11, Floor 5, Medina, Saudi Arabia",Medina
5597,2790,Work,251 Al Zahra St.,"Suite 843, Al Rawdah District, Jazan, Saudi Arabia",Jazan
5598,2791,Home,9455 Al Nakheel St.,"Office 400, Al Nakheel District, Medina, Saudi Arabia",Medina
5599,2791,Work,2253 Al Yasmin St.,"Suite 666, Al Shati District, Najran, Saudi Arabia",Najran
5600,2792,Home,7513 Al Shati St.,"Suite 692, Al Shati District, Abha, Saudi Arabia",Abha
5601,2793,WORK,169 Al Olaya St.,"Near King Fahad Road, Al Zahra District, Yanbu, Saudi Arabia",Yanbu
5602,2793,Home,2139 Al Yasmin St.,"Building 7, Floor 6, Najran, Saudi Arabia",Najran
5603,2793,home,1548 Al Nakheel St.,"Apartment 37, Al Safa District, Mecca, Saudi Arabia",Mecca
5604,2794,Work,8520 Al Zahra St.,"Villa 46, Al Yasmin District, Hail, Saudi Arabia",Hail
5605,2794,Work,4684 Al Zahra St.,"Suite 462, Al Olaya District, Jeddah, Saudi Arabia",Jeddah
5606,2795,,5636 Al Olaya St.,"Villa 29, Al Murabba District, Khobar, Saudi Arabia",Khobar
5607,2795,Work,8722 Al Nakheel St.,"Unit 6, Block C, Buraidah, Saudi Arabia",Buraidah
5608,2795,WORK,3092 Al Rawdah St.,"Suite 941, Al Murabba District, Al Ahsa, Saudi Arabia",Al Ahsa
5609,2796,Work,2703 Al Yasmin St.,"Unit 35, Block E, Abha, Saudi Arabia",Abha
5610,2796,Home,8942 Al Rawdah St.,"Building 8, Floor 5, Khobar, Saudi Arabia",Khobar
5611,2797,,9885 Al Yasmin St.,"Near King Fahad Road, Al Olaya District, Taif, Saudi Arabia",Taif
5612,2798,Work,7987 Al Zahra St.,"Near King Fahad Road, Al Nakheel District, Mecca, Saudi Arabia",Mecca
5613,2799,,8378 Al Yasmin St.,"Suite 431, Al Rawdah District, Dammam, Saudi Arabia",Dammam
5614,2799,home,3448 Al Olaya St.,"Apartment 12, Al Hamra District, Najran, Saudi Arabia",Najran
5615,2800,Work,1449 Al Zahra St.,"Office 873, Al Nakheel District, Jazan, Saudi Arabia",Jazan
5616,2800,WORK,8147 Al Murabba St.,"Office 794, Al Nakheel District, Riyadh, Saudi Arabia",Riyadh
5617,2801,Work,807 Al Hamra St.,"Apartment 51, Al Hamra District, Tabuk, Saudi Arabia",Tabuk
5618,2801,Home,2463 Al Olaya St.,"Office 608, Al Nakheel District, Abha, Saudi Arabia",Abha
5619,2801,WORK,599 Al Hamra St.,"Near King Fahad Road, Al Zahra District, Taif, Saudi Arabia",Taif
5620,2802,WORK,7308 Al Olaya St.,"Office 318, Al Hamra District, Riyadh, Saudi Arabia",Riyadh
5621,2803,Work,2902 Al Hamra St.,"Apartment 33, Al Zahra District, Tabuk, Saudi Arabia",Tabuk
5622,2803,Home,7182 Al Yasmin St.,"Villa 44, Al Malaz District, Buraidah, Saudi Arabia",Buraidah
5623,2804,home,2928 Al Nakheel St.,"Near King Fahad Road, Al Yasmin District, Khobar, Saudi Arabia",Khobar
5624,2804,Work,6470 Al Hamra St.,"Apartment 54, Al Murabba District, Riyadh, Saudi Arabia",Riyadh
